PassengerId,Survived_pred,Prob_survived
1058,0,0.16496052164124161
1059,0,0.0897727808436164
1060,1,0.8610657671572729
1061,1,0.5445244365954685
1062,0,0.14026089172510403
1063,0,0.1513090958494299
1064,0,0.1163166936530051
1065,0,0.15012978871735477
1066,0,0.14847870922709314
1067,1,0.9265520467534741
1068,1,0.8898173725989204
1069,0,0.26154587953407776
1070,1,0.6711879657659944
1071,1,0.6589239147659586
1072,0,0.13883417905257114
1073,0,0.2364750723756489
1074,1,0.8991758612266315
1075,0,0.14816525044240203
1076,1,0.8860338609087309
1077,0,0.15155044500514242
1078,1,0.9268563944960098
1079,0,0.10990065136449387
1080,0,0.15147535074963547
1081,0,0.1494294753170475
1082,0,0.1328871136747421
1083,0,0.15137079045667334
1084,0,0.357411466642117
1085,0,0.12477810392603679
1086,1,0.8213814216907481
1087,0,0.14599062493428416
1088,1,0.6099695229601159
1089,1,0.560864239233395
1090,0,0.13916865454477706
1091,1,0.5216931756150623
1092,1,0.8728810546257986
1093,1,0.8566583969275559
1094,0,0.40674673344451207
1095,1,0.9461533624771712
1096,0,0.136603694193254
1097,0,0.15209198205857635
1098,1,0.8408368035080144
1099,0,0.13763741380332628
1100,1,0.8601356840105835
1101,0,0.13946670211677314
1102,0,0.16956762083596869
1103,0,0.1396117265764618
1104,0,0.24665004312349184
1105,1,0.780902403248518
1106,0,0.286924447314133
1107,0,0.15076079739893608
1108,1,0.8642014200800455
1109,0,0.2870635715911238
1110,1,0.9014945349992918
1111,0,0.14092086693970224
1112,1,0.8683009028098841
1113,0,0.14300992883020433
1114,1,0.8575039634645922
1115,0,0.14268391858542084
1116,1,0.7955236139374997
1117,1,0.6585827238102465
1118,0,0.14012336840699569
1119,1,0.8640393529346234
1120,0,0.16251068548872435
1121,0,0.14548197385837847
1122,0,0.2634660893155715
1123,1,0.8935954263497464
1124,0,0.11718010317147726
1125,0,0.1482410997249273
1126,0,0.23210879042945437
1127,0,0.14484091995997744
1128,0,0.286090812059388
1129,0,0.1700838393948933
1130,1,0.9029503047479496
1131,1,0.9152103994167228
1132,1,0.7811912522214574
1133,1,0.8077679882483545
1134,0,0.2606659858717568
1135,0,0.140705186722392
1136,0,0.07712927891987999
1137,0,0.15601040924111195
1138,1,0.8745668405396025
1139,0,0.10467652723646222
1140,1,0.8641642592549729
1141,1,0.6976112968111647
1142,1,0.9380522520969671
1143,0,0.14493182954374437
1144,0,0.21085520766255889
1145,0,0.14155016600326548
1146,0,0.14769881330104365
1147,0,0.14026089172510403
1148,0,0.14816525044240203
1149,0,0.14092086693970224
1150,1,0.8592499283568296
1151,0,0.14265736364861073
1152,0,0.12015255926821349
1153,0,0.1427585744424697
1154,1,0.8775586840266522
1155,1,0.8409402501318761
1156,0,0.12495012953054968
1157,0,0.14071617524976165
1158,0,0.15145624974039124
1159,0,0.14026089172510403
1160,1,0.5214398765829235
1161,0,0.15608479966571925
1162,0,0.17673330341648227
1163,0,0.14816525044240203
1164,1,0.8815692318931403
1165,1,0.8640998355435522
1166,0,0.15012635093971863
1167,1,0.8602185492175303
1168,0,0.13595945598711762
1169,0,0.14017922723198578
1170,0,0.1294581841284954
1171,0,0.14125376052337354
1172,1,0.5393755850023915
1173,1,0.7736940663059096
1174,1,0.8640393529346234
1175,1,0.9026661068546225
1176,1,0.8348142232953933
1177,0,0.1484160071755005
1178,0,0.139870098094202
1179,0,0.1748256499023328
1180,0,0.15012978871735477
1181,0,0.14092086693970224
1182,0,0.15155611624780663
1183,1,0.8587130709171711
1184,0,0.15012978871735477
1185,0,0.16052849660120544
1186,0,0.15152713671448
1187,0,0.13960971767798505
1188,1,0.9434641438063021
1189,0,0.15142546272114288
1190,0,0.1492088327775653
1191,0,0.1415266984288582
1192,0,0.14470518915055586
1193,0,0.12735412513981173
1194,0,0.11289981819933284
1195,0,0.14066476796852592
1196,1,0.8640393529346234
1197,1,0.8059128347474148
1198,0,0.32859598212977403
1199,1,0.7813315667586606
1200,0,0.16871568181300933
1201,0,0.43982094316371584
1202,0,0.15196709634884425
1203,0,0.16234203737923963
1204,0,0.14029363340101053
1205,1,0.8293730228282359
1206,1,0.8794217359503385
1207,1,0.8651510211749979
1208,0,0.40841389218264307
1209,0,0.1514449144620978
1210,0,0.13998796661127935
1211,0,0.14096313876222977
1212,0,0.1394524076459284
1213,0,0.15455854959845555
1214,0,0.1378149452226777
1215,0,0.1484943008822857
1216,1,0.874399217416915
1217,0,0.13918052699694075
1218,1,0.8068203549943052
1219,0,0.1788497179879714
1220,0,0.13230946565501292
1221,0,0.14591263685924571
1222,1,0.7960255840334629
1223,0,0.15131815209780186
1224,0,0.15012635093971863
1225,1,0.7872623618776659
1226,0,0.14004260124948845
1227,0,0.14945409188302897
1228,0,0.14073401409092043
1229,0,0.11312445588577197
1230,0,0.1555551222547724
1231,0,0.15012978871735477
1232,0,0.15637760246417556
1233,0,0.14444111452508
1234,0,0.42787126001093834
1235,1,0.7397266433515276
1236,0,0.07516872919738167
1237,1,0.5737414023992314
1238,0,0.1378149452226777
1239,1,0.6157930660604761
1240,0,0.13986850199716638
1241,1,0.8844727926702894
1242,1,0.8885595639464021
1243,0,0.136603694193254
1244,0,0.23880897166263748
1245,0,0.1381784788340397
1246,1,0.7969780698559111
1247,0,0.15088404735246133
1248,1,0.8102669333720207
1249,0,0.14069420118157086
1250,0,0.14816525044240203
1251,0,0.44061225340054544
1252,0,0.17736565154492237
1253,1,0.915654143105128
1254,1,0.8844727926702894
1255,0,0.14106294048552814
1256,1,0.8986950585846394
1257,0,0.4221040656280258
1258,0,0.14512964441857476
1259,1,0.6556930082697483
1260,1,0.8862870990239247
1261,0,0.12598641534970545
1262,0,0.1514373694350786
1263,1,0.8628404336801289
1264,0,0.15440737909450894
1265,0,0.15094266326930228
1266,1,0.9133413968188435
1267,1,0.8500084499664431
1268,0,0.3004750195975611
1269,0,0.14472046346012657
1270,0,0.15242097061188817
1271,0,0.1259884487193616
1272,0,0.14816525044240203
1273,0,0.14725833993904752
1274,1,0.5479295295483166
1275,0,0.48428865041375674
1276,0,0.13764112595460715
1277,1,0.8641419893658812
1278,0,0.1395081766394769
1279,0,0.14226661281227346
1280,0,0.14970131664704625
1281,0,0.12531040560648685
1282,0,0.1651012729755813
1283,1,0.910164191259716
1284,1,0.5331726406390804
1285,0,0.14887114175462302
1286,0,0.05052885748870426
1287,1,0.8977597535438812
1288,0,0.14687021853820617
1289,1,0.9204061706703178
1290,0,0.14112848241639492
1291,0,0.150643183982675
1292,1,0.8776762932497572
1293,0,0.13502605645842608
1294,1,0.9040211736325983
1295,0,0.2019682212665851
1296,0,0.21990222419048866
1297,0,0.1490300719688927
1298,0,0.1406356938124152
1299,0,0.3768737653611155
1300,1,0.8640026548425264
1301,1,0.8178175927089515
1302,1,0.8640393529346234
1303,1,0.8801094635836094
1304,1,0.5203262915758612
1305,0,0.14092086693970224
1306,1,0.8877127028710897
1307,0,0.15034737172875803
1308,0,0.14092086693970224
1309,0,0.1141276188224609
